Date,Age,Gender,Marital_Status,Num_Children,Employment_Status,Monthly_Household_Income,Had_Health_Insurance,Insurance_Cover,Last_Hospital_Visit_Months,Had_Health_Insurance_During_Last_Visit,Had_Routine_Checkup,Checkup_Interval_Years,Had_Cancer_Screening,Cancer_Screening_Interval_Years
05/07/2023,18-30,Female,Married,2,Unemployed,,No,,2,No,No,,No,
05/07/2023,18-30,Female,Married,2,Unemployed,,Yes,NHIF,6,Yes,No,,No,
05/07/2023,18-30,Female,Single,1,Self-employed,0-9999,No,,8,No,No,,No,
05/07/2023,18-30,Female,Married,2,Unemployed,,Yes,NHIF,3,Yes,No,,No,
05/07/2023,18-30,Female,Single,,Unemployed,0-9999,No,,6,No,No,,No,
05/07/2023,31-40,Male,Married,3,Self-employed,20001-30000,Yes,Nhif,2,Yes,No,,No,
05/07/2023,31-40,Female,Married,3,Self-employed,10001-20000,Yes,NHIF ,2,Yes,No,,No,
05/07/2023,41-50,Female,Married,4,Unemployed,0-9999,Yes,Nhif,2,No,No,,No,
05/07/2023,41-50,Male,Married,5,Unemployed,0-9999,Yes,Nhif ,5,No,No,,No,
05/07/2023,31-40,Male,Married,2,Employed,40001-50000,Yes,Nhif,9,Yes,No,,No,
05/07/2023,41-50,Male,Married,4,Employed,40001-50000,Yes,Nhif,3,Yes,No,,No,
05/07/2023,18-30,Male,Single,,Unemployed,0-9999,No,,2,No,No,,No,
05/07/2023,41-50,Female,Married,5,Self-employed,0-9999,Yes,Nhif,1,No,No,,No,
05/07/2023,31-40,Female,Married,3,Employed,40001-50000,Yes,Nhif,2,Yes,No,,No,
05/07/2023,51-60,Male,Married,3,Self-employed,40001-50000,Yes,NHIF ,5,Yes,Yes,3,Yes,3
05/07/2023,31-40,Female,Single,2,Self-employed,50001+,Yes,APA Insurance ,16,No,Yes,4+,No,
05/07/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,9,No,No,,No,
05/07/2023,41-50,Male,Married,3,Employed,50001+,Yes,NHIF,6,Yes,No,,No,
05/07/2023,51-60,Female,Divorced,2,Self-employed,40001-50000,Yes,NHIF ,3,Yes,Yes,1,Yes,4+
05/07/2023,41-50,Male,Divorced,3,Self-employed,50001+,Yes,NHIF ,8,Yes,No,,No,
05/07/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,11,No,Yes,4+,No,
05/07/2023,31-40,Male,Single,0,Self-employed,50001+,No,,2,No,No,,No,
05/07/2023,41-50,Female,Married,4,Self-employed,50001+,Yes,Jubilee Insurance ,6,Yes,Yes,4+,No,
05/07/2023,41-50,Female,Married,2,Employed,40001-50000,No,,7,No,No,,No,
05/07/2023,31-40,Male,Married,2,Self-employed,10001-20000,Yes,AAR,4,Yes,No,,No,
05/07/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,1,No,No,,No,
05/07/2023,31-40,Male,Married,3,Employed,20001-30000,No,,2,No,No,,Yes,2
05/07/2023,18-30,Female,Married,1,Unemployed,0-9999,No,,4.5,No,No,,No,
05/07/2023,31-40,Male,Married,1,Unemployed,0-9999,No,,4,No,No,,No,
05/07/2023,41-50,Male,Married,2,Self-employed,0-9999,No,,13,No,No,,No,
05/07/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,6.5,No,No,,No,
05/07/2023,31-40,Male,Married,1,Self-employed,10001-20000,No,,3,No,No,,No,
05/07/2023,41-50,Female,Married,3,Employed,50001+,Yes,NHIF ,1.5,Yes,Yes,2,No,
05/07/2023,31-40,Female,Married,3,Self-employed,0-9999,No,,4,No,No,,No,
05/07/2023,18-30,Female,Single,0,Employed,20001-30000,No,,7,No,No,,Yes,3
05/07/2023,18-30,Male,Single,0,Employed,20001-30000,Yes,NHIF ,15,Yes,No,,Yes,2
05/07/2023,41-50,Female,Married,4,Self-employed,40001-50000,Yes,NHIF ,8,Yes,Yes,4+,Yes,1
05/07/2023,31-40,Female,Single,1,Employed,40001-50000,Yes,Jubilee ,3,Yes,No,,Yes,2
05/07/2023,51-60,Male,Married,6,Self-employed,10001-20000,No,,1,No,Yes,1,Yes,1
05/07/2023,60+,Female,Married,7,Unemployed,10001-20000,Yes,NHIF,4,No,No,,Yes,3
05/07/2023,18-30,Male,Married,2,Unemployed,20001-30000,No,,6,No,Yes,4+,Yes,3
05/07/2023,18-30,Male,Single,0,Unemployed,50001+,Yes,APA,5,Yes,No,,Yes,3
05/07/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,Kenindia,7,Yes,No,,No,
05/07/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,3,No,Yes,1,Yes,2
05/07/2023,18-30,Male,Married,2,Unemployed,0-9999,No,,3,No,No,,No,
05/07/2023,41-50,Male,Married,6,Employed,40001-50000,Yes,Nhif ,2,Yes,No,,No,
05/07/2023,60+,Female,Divorced,2,Self-employed,20001-30000,No,,1,No,No,,No,
05/07/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,1,No,No,,No,
05/07/2023,60+,Female,Married,10,Self-employed,20001-30000,Yes,Nhif ,3,Yes,No,,Yes,4+
05/07/2023,51-60,Female,Divorced,6,Employed,50001+,Yes,Nhif ,6,Yes,No,,Yes,
05/07/2023,41-50,Female,Married,5,Unemployed,10001-20000,Yes,Nhif ,3,Yes,No,,No,
05/07/2023,41-50,Male,Married,2,Unemployed,20001-30000,No,,5,No,No,,No,
05/07/2023,31-40,Male,Married,3,Unemployed,10001-20000,Yes,Nhif ,6,Yes,Yes,1,No,
05/07/2023,51-60,Female,Married,5,Employed,50001+,Yes,Nhif ,2,Yes,No,,No,
05/07/2023,18-30,Male,Single,,Employed,0-9999,Yes,NHIF ,2,Yes,No,,No,
05/07/2023,18-30,Male,Married,0,Employed,10001-20000,Yes,NHIF ,,Yes,No,,No,
05/07/2023,18-30,Female,Single,,Unemployed,,No,,,No,No,,No,
05/07/2023,31-40,Female,Married,1,Employed,10001-20000,Yes,NHIF ,2,Yes,No,,No,
05/07/2023,31-40,Male,Married,1,Employed,10001-20000,Yes,NHIF ,,Yes,Yes,2,Yes,4+
05/07/2023,31-40,Male,Single,,Employed,10001-20000,Yes,NHIF ,,Yes,No,,No,
05/07/2023,18-30,Female,Single,,Unemployed,,No,,,No,No,,No,
05/07/2023,41-50,Male,Married,3,Self-employed,20001-30000,Yes,NHIF ,,Yes,No,,No,
05/07/2023,31-40,Male,Married,1,Employed,10001-20000,Yes,NHIF ,,Yes,No,,No,
05/07/2023,18-30,Male,Single,,Employed,0-9999,Yes,NHIF ,4,Yes,No,,No,
05/07/2023,31-40,Male,Married,2,Self-employed,10001-20000,Yes,NHIF ,6,Yes,No,,No,
05/07/2023,31-40,Female,Married,3,Self-employed,20001-30000,Yes,NHIF ,5,Yes,No,,Yes,1
05/07/2023,31-40,Female,Single,0,Self-employed,10001-20000,Yes,NHIF ,2,No,Yes,1,Yes,1
05/07/2023,41-50,Male,Married,5,Self-employed,20001-30000,Yes,NHIF ,6,Yes,No,,Yes,4+
05/07/2023,18-30,Male,Single,0,Employed,10001-20000,No,,16,No,No,,No,
05/07/2023,18-30,Male,Single,0,Self-employed,10001-20000,Yes,NHIF ,11,No,Yes,1,No,
05/07/2023,41-50,Female,Married,2,Self-employed,10001-20000,Yes,NHIF ,2,Yes,No,,No,
05/07/2023,41-50,Female,Divorced,4,Self-employed,10001-20000,Yes,NHIF ,12,Yes,No,,No,
05/07/2023,18-30,Female,Single,1,Unemployed,10001-20000,Yes,NHIF ,9,Yes,No,,No,
05/07/2023,41-50,Female,Married,4,Self-employed,10001-20000,Yes,NHIF ,8,Yes,No,,No,
05/07/2023,18-30,Female,Married,1,Unemployed,0-9999,No,,6,No,No,,No,
05/07/2023,31-40,Male,Married,3,Self-employed,10001-20000,Yes,NHiF,6,No,No,,No,
05/07/2023,18-30,Female,Married,3,Self-employed,20001-30000,Yes,NHIF,5,Yes,No,,No,
05/07/2023,18-30,Female,Married,2,Self-employed,10001-20000,No,,3,No,No,,No,
05/07/2023,18-30,Female,Married,6,Employed,10001-20000,No,,5,No,No,,No,
05/07/2023,31-40,Female,Married,2,Self-employed,20001-30000,Yes,NHiF,3,No,Yes,2,Yes,2
05/07/2023,31-40,Female,Single,2,Employed,,Yes,NHiF,4,No,No,,No,
05/07/2023,41-50,Female,Married,5,Employed,40001-50000,Yes,NHIF,6,Yes,Yes,2,No,
05/07/2023,31-40,Female,Married,2,Employed,20001-30000,Yes,NHIF,3,No,No,,No,
05/07/2023,18-30,Male,Single,,Unemployed,0-9999,No,,12,Yes,No,,No,
06/07/2023,18-30,Male,Single,0,Employed,40001-50000,Yes,NHIF,1,No,No,,No,
06/07/2023,31-40,Female,Married,2,Employed,40001-50000,No,,6,No,Yes,2,Yes,3
06/07/2023,60+,Female,Married,3,Employed,50001+,Yes,NHIF,3,No,Yes,3,Yes,4+
06/07/2023,51-60,Male,Married,3,Employed,40001-50000,Yes,NHIF,6,No,Yes,4+,Yes,3
06/07/2023,41-50,Female,Married,2,Unemployed,,Yes,NHIF,6,Yes,No,,Yes,3
06/07/2023,31-40,Male,Divorced,1,Unemployed,,No,,6,Yes,No,,Yes,2
06/07/2023,60+,Female,Divorced,3,Self-employed,50001+,Yes,JUBILEE,6,Yes,Yes,4+,Yes,3
06/07/2023,51-60,Male,Married,4,Employed,40001-50000,Yes,NHIF,6,Yes,No,,Yes,3
06/07/2023,18-30,Female,Married,1,Unemployed,,No,,8,No,No,,No,
06/07/2023,60+,Female,Married,2,Employed,20001-30000,Yes,NHIF,9,Yes,Yes,3,Yes,3
06/07/2023,18-30,Female,Single,5,Unemployed,0-9999,No,,7,No,No,,No,
06/07/2023,31-40,Male,Divorced,1,Employed,30001-40000,Yes,Nhif,9,Yes,No,,No,
06/07/2023,41-50,Male,Married,5,Employed,40001-50000,Yes,Nhif,4,Yes,Yes,4+,No,
06/07/2023,18-30,Female,Single,0,Self-employed,0-9999,No,,3,No,No,,No,
06/07/2023,31-40,Female,Single,2,Self-employed,10001-20000,No,,11,No,No,,No,
06/07/2023,18-30,Male,Single,0,Employed,20001-30000,Yes,Nhif,15,Yes,No,,No,
06/07/2023,18-30,Female,Single,3,Self-employed,0-9999,No,,1,No,No,,No,
06/07/2023,31-40,Male,Married,3,Self-employed,10001-20000,Yes,Nhif,9,Yes,No,,No,
06/07/2023,51-60,Male,Married,11,Self-employed,20001-30000,No,,1,No,No,,No,
06/07/2023,41-50,Male,Married,4,Self-employed,10001-20000,No,,4,No,No,,No,
06/07/2023,31-40,Male,Married,3,Employed,50001+,Yes,Nhif,2,Yes,No,,No,
06/07/2023,41-50,Female,Married,6,Self-employed,20001-30000,No,,14,No,No,,No,
06/07/2023,18-30,Male,Single,0,Unemployed,0-9999,Yes,NHIF,17,No,No,,No,
06/07/2023,41-50,Male,Married,5,Employed,50001+,Yes,NHIF,5,Yes,No,,No,
06/07/2023,18-30,Female,Married,0,Employed,10001-20000,Yes,NHIF,6,Yes,No,,No,
06/07/2023,41-50,Male,Married,2,Self-employed,20001-30000,Yes,NHIF,1,Yes,No,,No,
06/07/2023,31-40,Female,Divorced,3,Self-employed,10001-20000,Yes,Madison,3,Yes,No,,No,
06/07/2023,31-40,Female,Single,5,Employed,0-9999,Yes,NHIF,8,Yes,No,,No,
06/07/2023,18-30,Female,Married,2,Unemployed,0-9999,No,,1,No,No,,No,
06/07/2023,51-60,Male,Married,9,Self-employed,10001-20000,No,,3,No,No,,No,
06/07/2023,31-40,Female,Single,4,Employed,10001-20000,Yes,Nhif,9,Yes,No,,No,
06/07/2023,18-30,Female,Married,3,Unemployed,0-9999,No,,1,No,No,,No,
06/07/2023,31-40,Female,Divorced,7,Self-employed,0-9999,Yes,NHIF,10,Yes,No,,No,
06/07/2023,31-40,Male,Married,5,Self-employed,10001-20000,No,,1,No,No,,No,
06/07/2023,18-30,Female,Single,3,Unemployed,0-9999,No,,8,No,No,,No,
06/07/2023,41-50,Male,Single,1,Unemployed,0-9999,No,,11,No,No,,No,
06/07/2023,31-40,Male,Single,3,Unemployed,0-9999,No,,13,No,No,,No,
06/07/2023,31-40,Female,Single,1,Employed,0-9999,No,,3,No,No,,No,
06/07/2023,18-30,Female,Married,2,Employed,10001-20000,Yes,NHIF,3,No,No,,No,
06/07/2023,31-40,Female,Single,7,Self-employed,10001-20000,No,,3,No,No,,No,
06/07/2023,51-60,Male,Married,4,Self-employed,0-9999,No,,9,No,No,,No,
06/07/2023,31-40,Female,Single,3,Self-employed,0-9999,No,,8,No,No,,No,
06/07/2023,41-50,Male,Married,5,Self-employed,0-9999,No,,17,No,No,,No,
06/07/2023,41-50,Male,Married,5,Employed,20001-30000,Yes,NHIF,13,Yes,No,,No,
06/07/2023,31-40,Female,Married,1,Self-employed,0-9999,No,,14,No,No,,No,
06/07/2023,18-30,Male,Single,0,Employed,20001-30000,Yes,NHIF,21,No,No,,No,
06/07/2023,41-50,Male,Married,7,Self-employed,20001-30000,No,,13,No,No,,No,
06/07/2023,51-60,Female,Divorced,4,Self-employed,0-9999,No,,21,No,No,,No,
06/07/2023,18-30,Female,Single,2,Unemployed,0-9999,No,,,No,No,,No,
06/07/2023,31-40,Female,Married,7,Employed,20001-30000,Yes,Madison,2,Yes,No,,No,
06/07/2023,41-50,Male,Married,6,Self-employed,10001-20000,No,,1,No,No,,No,
06/07/2023,31-40,Female,Married,2,Employed,20001-30000,Yes,NHIF,3,No,No,,No,
06/07/2023,31-40,Female,Married,2,Unemployed,0-9999,No,,13,No,No,,No,
06/07/2023,18-30,Female,Single,1,Unemployed,0-9999,No,,15,No,No,,No,
06/07/2023,60+,Male,Married,9,Employed,40001-50000,Yes,Madison,3,No,No,,No,
06/07/2023,31-40,Female,Divorced,3,Unemployed,0-9999,No,NHIF,3,Yes,No,,No,
06/07/2023,41-50,Male,Married,6,Self-employed,10001-20000,No,,8,No,No,,No,
06/07/2023,51-60,Female,Married,7,Self-employed,30001-40000,No,,15,No,No,,No,
06/07/2023,41-50,Male,Married,3,Employed,50001+,Yes,NHIF,9,Yes,No,,No,
06/07/2023,31-40,Female,Single,3,Self-employed,10001-20000,No,,3,No,No,,No,
06/07/2023,18-30,Female,Single,3,Unemployed,0-9999,No,,6,No,No,,No,
06/07/2023,31-40,Female,Married,2,Self-employed,20001-30000,Yes,NHIF,4,Yes,Yes,4+,Yes,4+
06/07/2023,41-50,Male,Married,5,Unemployed,0-9999,No,,6,No,No,,No,
06/07/2023,31-40,Male,Married,6,Employed,20001-30000,Yes,Madison,5,Yes,No,,No,
06/07/2023,31-40,Female,Married,2,Employed,20001-30000,Yes,Uon,8,Yes,No,,No,
06/07/2023,31-40,Male,Single,0,Employed,20001-30000,Yes,Uon,5,Yes,No,,No,
06/07/2023,41-50,Female,Married,3,Employed,30001-40000,Yes,Uon,14,Yes,No,,No,
06/07/2023,31-40,Female,Single,1,Employed,20001-30000,Yes,Uon,5,Yes,No,,No,
06/07/2023,41-50,Male,Married,3,Employed,40001-50000,Yes,Uon,12,Yes,No,,No,
06/07/2023,31-40,Female,Married,3,Employed,20001-30000,Yes,Nhif,11,Yes,No,,No,
06/07/2023,18-30,Female,Married,3,Self-employed,10001-20000,Yes,NHIF,5,No,Yes,3,No,
06/07/2023,18-30,Male,Married,2,Unemployed,0-9999,No,,4,No,No,,No,
06/07/2023,31-40,Male,Married,3,Self-employed,20001-30000,No,,2,No,No,,No,
06/07/2023,31-40,Female,Married,1,Unemployed,0-9999,No,,2,No,No,,No,
06/07/2023,18-30,Female,Single,0,Unemployed,0-9999,No,,2,No,No,,No,
06/07/2023,41-50,Female,Married,5,Self-employed,20001-30000,No,,4,No,No,,No,
06/07/2023,31-40,Female,Married,4,Unemployed,10001-20000,No,,6,No,No,,No,
06/07/2023,18-30,Female,Single,1,Unemployed,0-9999,,,3,No,No,,No,
06/07/2023,41-50,Male,Married,5,Self-employed,40001-50000,No,,2,No,Yes,3,Yes,4+
06/07/2023,31-40,Female,Married,6,Unemployed,10001-20000,No,,5,No,No,,Yes,3
06/07/2023,51-60,Female,Married,6,Unemployed,0-9999,No,,5,No,No,,Yes,4+
06/07/2023,31-40,Female,Married,4,Self-employed,10001-20000,Yes,JUBILEE INSURANCE COMPANY,5,Yes,Yes,3,No,
06/07/2023,41-50,Female,Married,2,Self-employed,0-9999,Yes,NHIF,4,Yes,Yes,3,No,
06/07/2023,18-30,Male,Single,,Self-employed,10001-20000,Yes,COOPERATIVE BANK INSURANCE,4,No,Yes,2,No,
06/07/2023,31-40,Male,Married,3,Self-employed,20001-30000,Yes,NHIF,8,No,No,,No,
06/07/2023,18-30,Female,Single,1,Self-employed,0-9999,Yes,NHIF,9,No,No,,No,
06/07/2023,31-40,Male,Married,2,Employed,40001-50000,Yes,NHIF ,4,Yes,No,,Yes,4+
06/07/2023,31-40,Female,Married,4,Employed,40001-50000,Yes,NHIF ,6,Yes,Yes,1,Yes,4+
06/07/2023,31-40,Male,Married,2,Self-employed,20001-30000,No,,4,No,No,,Yes,4+
06/07/2023,18-30,Female,Single,,Unemployed,0-9999,No,,5,No,No,,No,
06/07/2023,41-50,Female,Married,4,Employed,50001+,Yes,NHIF ,2,Yes,No,,Yes,3
06/07/2023,31-40,Female,Married,3,Employed,20001-30000,Yes,NHIF ,8,Yes,No,,Yes,2
06/07/2023,31-40,Male,Married,2,Self-employed,20001-30000,No,,2,No,No,,,
06/07/2023,31-40,Female,Married,3,Employed,20001-30000,Yes,NHIF ,4,Yes,No,,Yes,4+
06/07/2023,18-30,Female,Single,0,Unemployed,0-9999,No,0,3,No,No,,No,
06/07/2023,18-30,Male,Married,1,Self-employed,10001-20000,Yes,Britam ,4,No,No,,No,
06/07/2023,51-60,Male,Divorced,8,Self-employed,20001-30000,Yes,NHIF,6,Yes,Yes,1,No,
06/07/2023,31-40,Male,Married,3,Self-employed,20001-30000,Yes,CITAM PLC ,4,Yes,No,,Yes,4+
06/07/2023,18-30,Male,Single,,Unemployed,0-9999,Yes,NHIF,9,No,No,,No,
06/07/2023,51-60,Male,Married,7,Unemployed,0-9999,Yes,NHIF,6,No,Yes,3,No,
06/07/2023,31-40,Female,Single,,Employed,20001-30000,Yes,ABSA BANK INSURANCE,11,Yes,Yes,3,No,
06/07/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,3,No,No,,No,3
06/07/2023,18-30,Male,Single,,Unemployed,,No,,2,No,No,,No,2
06/07/2023,60+,Female,Married,8,Unemployed,0-9999,Yes,NHIF,3,Yes,Yes,2,Yes,2
06/07/2023,31-40,Female,Divorced,5,Employed,20001-30000,Yes,NHIF,2,Yes,Yes,2,Yes,2
06/07/2023,41-50,Male,Married,6,Self-employed,20001-30000,Yes,NHIF,1,Yes,Yes,1,Yes,1
06/07/2023,51-60,Male,Married,5,Employed,10001-20000,Yes,NHIF,1,Yes,Yes,1,Yes,2
06/07/2023,41-50,Female,Married,3,Unemployed,0-9999,Yes,NHIF,3,Yes,Yes,3,Yes,3
06/07/2023,18-30,Female,Single,,Unemployed,,No,,3,No,No,,No,3
06/07/2023,41-50,Male,Married,6,Employed,30001-40000,Yes,NHIF,3,Yes,Yes,3,Yes,3
06/07/2023,31-40,Female,Married,5,Unemployed,10001-20000,Yes,NHIF,2,Yes,Yes,2,Yes,2
06/07/2023,51-60,Female,Married,4,Employed,0-9999,Yes,NHIF,3,Yes,Yes,3,Yes,3
06/07/2023,41-50,Male,Divorced,4,Self-employed,20001-30000,Yes,NHIF,4,Yes,Yes,4+,Yes,4+
06/07/2023,31-40,Female,Married,5,Employed,20001-30000,Yes,NHIF,3,Yes,Yes,3,Yes,3
06/07/2023,41-50,Male,Married,4,Unemployed,0-9999,Yes,NHIF,5,Yes,Yes,4+,Yes,4+
06/07/2023,31-40,Male,Married,3,Employed,30001-40000,Yes,Britam ,6,Yes,No,,No,
06/07/2023,18-30,Female,Single,0,Employed,10001-20000,Yes,NHIF ,5,Yes,Yes,2,No,
06/07/2023,41-50,Male,Married,9,Employed,40001-50000,Yes,NHIF,3,Yes,No,,No,
06/07/2023,18-30,Male,Single,0,Unemployed,0-9999,No,,12,No,No,,No,
06/07/2023,31-40,Female,Married,2,Unemployed,20001-30000,Yes,NHIF,3,No,No,,No,
06/07/2023,31-40,Male,Married,3,Employed,30001-40000,Yes,APA,4,Yes,No,,No,
06/07/2023,41-50,Male,Married,7,Self-employed,0-9999,No,,13,No,No,,No,
06/07/2023,18-30,Female,Single,2,Employed,10001-20000,Yes,Uon,11,Yes,Yes,4+,No,
06/07/2023,41-50,Male,Married,5,Employed,50001+,Yes,Madison,14,Yes,No,,No,
06/07/2023,31-40,Female,Married,3,Self-employed,10001-20000,No,,3,No,No,,No,
06/07/2023,31-40,Male,Married,2,Employed,30001-40000,Yes,NHIF,17,Yes,No,,No,
06/07/2023,41-50,Female,Single,1,Self-employed,0-9999,No,,18,No,No,,No,
06/07/2023,18-30,Female,Single,2,Unemployed,0-9999,No,,1,No,No,,No,
06/07/2023,31-40,Female,Married,2,Employed,30001-40000,Yes,AAR,9,Yes,No,,No,
06/07/2023,41-50,Male,Married,7,Self-employed,10001-20000,No,,1,No,No,,No,
06/07/2023,31-40,Female,Married,6,Self-employed,10001-20000,No,,13,No,No,,No,
06/07/2023,31-40,Male,Married,5,Unemployed,20001-30000,No,,10,No,No,,No,
06/07/2023,18-30,Female,Single,4,Self-employed,,No,,2,No,No,,No,
06/07/2023,41-50,Female,Married,7,Employed,20001-30000,Yes,NHIF,15,No,No,,No,
06/07/2023,41-50,Female,Married,5,Employed,40001-50000,Yes,Britam ,2,Yes,No,,No,
06/07/2023,41-50,Male,Married,2,Employed,40001-50000,Yes,Britam ,6,Yes,No,,No,
06/07/2023,31-40,Female,Married,2,Employed,30001-40000,Yes,NHIF ,8,Yes,No,,No,
06/07/2023,18-30,Male,Single,0,Employed,10001-20000,Yes,NHIF ,1,Yes,No,,No,
06/07/2023,18-30,Male,Single,0,Self-employed,10001-20000,Yes,NHIF ,12,Yes,No,,No,
06/07/2023,31-40,Male,Married,2,Employed,40001-50000,Yes,Britam ,13,Yes,No,,No,
06/07/2023,18-30,Male,Single,0,Self-employed,0-9999,No,,2,No,No,,No,
06/07/2023,60+,Female,Married,8,Unemployed,10001-20000,Yes,Makueni care ,5,No,Yes,1,No,
06/07/2023,31-40,Male,Married,2,Employed,10001-20000,Yes,Makueni care,1,No,No,,No,
06/07/2023,51-60,Female,Married,4,Employed,0-9999,Yes,Makueni care,3,Yes,No,,No,
06/07/2023,41-50,Male,Married,2,Self-employed,10001-20000,Yes,NHIF,1,Yes,No,,No,
06/07/2023,41-50,Male,Married,2,Employed,50001+,Yes,NHIF,3,Yes,No,,No,
06/07/2023,18-30,Female,Divorced,1,Unemployed,0-9999,No,,5,No,No,,No,
06/07/2023,51-60,Female,Married,5,Unemployed,10001-20000,Yes,Makueni care,6,No,No,,No,
06/07/2023,41-50,Female,Married,3,Self-employed,10001-20000,Yes,NHIF,4,No,No,,No,
06/07/2023,60+,Male,Married,9,Self-employed,50001+,Yes,NHIF,5,No,Yes,1,No,
06/07/2023,31-40,Female,Single,,Employed,10001-20000,No,,3,No,No,,No,
06/07/2023,31-40,Female,Single,,Employed,10001-20000,Yes,,11,No,Yes,1,Yes,1
06/07/2023,31-40,Male,Married,3,Unemployed,0-9999,No,,6,No,No,,No,
06/07/2023,31-40,Female,Divorced,4,Self-employed,0-9999,Yes,NHIF,7,No,Yes,2,Yes,2
06/07/2023,31-40,Male,Married,3,Unemployed,0-9999,Yes,NHIF,3,Yes,Yes,3,Yes,3
06/07/2023,18-30,Female,Single,,Unemployed,0-9999,No,,6,No,No,,No,
06/07/2023,60+,Female,Married,5,Unemployed,0-9999,Yes,NHIF,6,No,Yes,4+,Yes,4+
06/07/2023,31-40,Female,Divorced,2,Employed,10001-20000,Yes,NHIF,3,No,No,,No,
06/07/2023,31-40,Female,Married,3,Self-employed,0-9999,Yes,NHIF,15,No,Yes,4+,No,
06/07/2023,18-30,Male,Single,,Employed,0-9999,No,,10,No,No,,No,
06/07/2023,51-60,Female,Divorced,5,Employed,20001-30000,Yes,NHIF ,1,Yes,No,,No,
06/07/2023,41-50,Female,Divorced,3,Employed,10001-20000,Yes,"
NHIF ",10,Yes,No,,No,
06/07/2023,41-50,Male,Single,0,Unemployed,0-9999,No,,16,No,No,,No,
06/07/2023,18-30,Female,Divorced,4,Unemployed,10001-20000,No,,8,No,No,,No,
06/07/2023,18-30,Female,Married,1,Unemployed,10001-20000,Yes,NHIF ,3,No,No,,No,
06/07/2023,51-60,Male,Married,8,Employed,20001-30000,Yes,NHIF ,4,No,No,,No,
06/07/2023,18-30,Male,Single,0,Employed,0-9999,Yes,NHIF ,20,No,No,,No,
06/07/2023,,,Married,1,Unemployed,10001-20000,Yes,NHIF ,2,Yes,No,,No,
06/07/2023,18-30,Male,Single,0,Unemployed,10001-20000,No,,24,No,No,,No,
06/07/2023,31-40,Female,Married,4,Unemployed,20001-30000,Yes,NHIF ,8,Yes,Yes,1,No,
06/07/2023,18-30,Male,Single,,Employed,0-9999,Yes,NHIF ,2,Yes,No,,No,
06/07/2023,31-40,Male,Married,1,Employed,10001-20000,Yes,NHIF ,4,Yes,No,,No,
06/07/2023,18-30,Female,Single,,Employed,0-9999,Yes,NHIF ,1,Yes,No,,No,
06/07/2023,31-40,Female,Single,,Self-employed,10001-20000,Yes,NHIF ,3,Yes,Yes,4+,No,
06/07/2023,41-50,Female,Married,2,Employed,20001-30000,Yes,NHIF ,3,Yes,No,,No,
06/07/2023,31-40,Male,Single,,Self-employed,20001-30000,Yes,NHIF ,,Yes,Yes,3,Yes,4+
06/07/2023,31-40,Male,Single,,Employed,0-9999,Yes,NHIF ,,Yes,No,,No,
06/07/2023,18-30,Male,Single,,Employed,0-9999,Yes,,,No,No,,No,
06/07/2023,18-30,Female,Married,1,Unemployed,,No,,,No,No,,No,
06/07/2023,31-40,Female,Married,1,Employed,0-9999,Yes,NHIF ,,Yes,No,,No,
06/07/2023,41-50,Female,Single,1,Employed,10001-20000,No,,13,No,No,,No,
06/07/2023,18-30,Male,Single,0,Unemployed,20001-30000,No,,16,No,No,,No,
06/07/2023,18-30,Male,Married,1,Self-employed,20001-30000,Yes,NHIF,21,No,No,,No,
06/07/2023,31-40,Female,Married,3,Self-employed,20001-30000,No,,13,No,Yes,2,No,
06/07/2023,51-60,Male,Married,4,Self-employed,40001-50000,Yes,NHIF,13,Yes,Yes,2,No,
06/07/2023,31-40,Male,Single,,Unemployed,0-9999,No,,18,No,No,,No,
06/07/2023,51-60,Male,Married,5,Self-employed,20001-30000,No,,60,No,No,,No,
06/07/2023,41-50,Male,Divorced,2,Unemployed,10001-20000,No,,21,No,No,,No,
06/07/2023,31-40,Male,Single,,Self-employed,0-9999,No,,13,No,No,,No,
06/07/2023,18-30,Male,Married,2,Self-employed,40001-50000,No,,13,No,Yes,2,No,
06/07/2023,18-30,Male,Divorced,2,Self-employed,20001-30000,No,,14,No,No,,No,
06/07/2023,31-40,Male,Divorced,2,Self-employed,40001-50000,No,,,No,Yes,4+,No,
06/07/2023,41-50,Male,Married,3,Self-employed,20001-30000,No,,24,No,No,,No,
06/07/2023,60+,Male,Married,6,Self-employed,40001-50000,No,,22,No,Yes,4+,No,
06/07/2023,18-30,Male,Divorced,,Self-employed,10001-20000,No,,23,No,Yes,4+,No,
06/07/2023,41-50,Male,Single,,Unemployed,10001-20000,No,,25,No,No,,No,
06/07/2023,31-40,Male,Divorced,3,Employed,40001-50000,Yes,NHIF,19,No,Yes,3,No,
06/07/2023,41-50,Female,Divorced,3,Self-employed,40001-50000,No,,13,No,No,,No,
06/07/2023,60+,Male,Married,7,Self-employed,20001-30000,Yes,NHIF,4,Yes,Yes,1,No,
06/07/2023,51-60,Male,Single,,Employed,50001+,Yes,NHIF,21,No,No,,Yes,4+
